Review,title,Rating
"My wife,a friend and I visited yesterday afternoon for some tea and cake
There was very little choice and what there was, was relatively expensive
For a quintessentially english venue the lack of any saucers to accompany a tea cup was most unsatisfactory
As a...More",Good location,3.0
"Dear Nigel
Thank you for taking the time to share your thoughts on your visit. We regularly review our menu and tableware and will ensure your feedback is included in the next review. As for pricing we are sorry if you do not feel that...More",Lovely cafe in unusual venue.,5.0
"If you get tired of the Strand and Trafalgar, escape to the Crypt for a pot of tea, some pudding, or some mashed potatoes with stew. No nonsense food and self-service, but very charming.",Stunning location in the heart of the city,4.0
"The cafe serves proper lunch menus. The quality has faced a decline over the passed years, It's not a hidden secret anymore where you can enjoy a peaceful rest in the heart of hectic London. Crypt stands for quietness and peace. Here the sound of...More",One of the best hidden places!,5.0
"Dear Marco
Thank you for taking the time to share your thoughts on your visit. We can get busy at lunchtimes but if at all possible we open the adjacent Gallery. The Gallery still has the original Georgian features so walking over stone floors can...More",Good place to meet,4.0
"The locals know and love this restaurant and that itself is its best advertisement.
It is located in the lower level of St. Martin's in the Fields church, in an area known as the Crypt. It was and I guess still serves as a place...More",Generous helpings and excellent value,4.0
"Very busy - tables too close together - noisy (a problem caused by the architecture) so bad for hearing aid users.
I chose a packet of sandwiches labelled ”Cheese & Pickle“ and was horrified to find it actually contained ”Cheese and TOMATO“ since I am...More",Wonderful concert preceded by delicious meal in the Crypt,5.0
"Dear Colonel Ormsby
I am very sorry that your sandwich was labelled incorrectly and that it was very difficult for you to speak to a manager to sort the problem out. We are reviewing your feedback at our team meetings to identify where our procedures...More",Sadly disappointed,3.0
"I was in London on Sunday and somebody had recommended the Crypt so we thought why not . To be fair the guy that served us was very good and very polite , The reason for this poor review is a friend of mine was...More",Definitely recommended,5.0
"Dear Michael
I am very sorry that our kids meals are only available for under 12s. The alternative for adults is that we can serve smaller portions but retain the adult price or we can serve the main dish only without the vegetables at a...More","Great ambience, unspectacular food",3.0
"This café is tucked away to the side of the Church. The setting is unusual and quite captivating. It's cafeteria style, but the quality of the food is well above the average cafeteria standard. The menu offers amply choice of savoury dishes and desserts, as...More",Highly Recommended to Visitors at Trafalgar Square,5.0
"After a hectic morning dashing about central London, lunch at Cafe in the Crypt is always a welcome break. Although a bit pricey, the selection is good, and the quality is very good. The setting can sometimes be crowded, but is always inspiring.",Pre-Matinee lunch,3.0
"Went to the Jazz night as a celebration and chose to eat to support the overall charity. Wish we hadn't. The main course was awful, tasteless, over cooked, stewed under the lamps but almost cold when we ate it. The hassle back potatoes were inedible,...More",A lovely experience. In the crypt with its lovely embiance,4.0
"Dear Wenmon
I am sorry that you meal was very disappointing. I am not sure if you were able to speak to the manager on duty while you were here but I have certainly fed back your comments to the team and we will be...More",Just love this place!,5.0
"I wish someone would have told me that this is really a cafeteria-style cafe. Had I known, my sister and I would have skipped the ""lunch"" and simply walked through the crypt.More",Peaceful,4.0
"Dear Denise
I am very sorry you were unaware that we offer a buffet style service. We are currently working on a new website and as part of the user testing we have asked the testing participants whether the service style is communicated clearly enough....More",Beautiful suroundings...........,4.0
"The cafe is in a good location to the side of Trafalgar Square, Hot & cold food served, nice cake selection. On my visit yesterday I was quite disappointed in my vegetarian lunch, the vegetables were lukewarm and the tomato tart was soggy, on reflection...More",Lunch with a friend,5.0
"I had soup and sandwich lunch special of 7.45 and the lamb &vegetable soup was delicious.
Venue is the crypt of the church with gravestones, wonderful vaulted ceiling and interesting relics to see if you wander around the downstairs rooms. Friendly staff.
Also had a...More","Standard food, amazing atmosphere",4.0
